imageFilename,bboxes
.\rgb_\C501_2017_3_16_15_22_37\1.jpg,"[[109.0, 158.0, 118.0, 64.0], [125.0, 125.0, 55.0, 19.0], [184.0, 130.0, 48.0, 18.0], [298.0, 122.0, 43.0, 26.0], [5.0, 146.0, 82.0, 35.0]]"
.\rgb_\C501_2017_3_16_15_22_37\2.jpg,"[[1.0, 139.0, 60.0, 41.0], [100.0, 118.0, 62.0, 31.0], [150.0, 122.0, 67.0, 38.0], [177.0, 158.0, 121.0, 54.0], [278.0, 125.0, 56.0, 33.0]]"
.\rgb_\C501_2017_3_16_15_22_37\3.jpg,"[[110.0, 130.0, 80.0, 32.0], [251.0, 153.0, 100.0, 40.0], [265.0, 111.0, 60.0, 38.0], [76.0, 118.0, 54.0, 27.0]]"
.\rgb_\C501_2017_3_16_15_22_37\4.jpg,"[[239.0, 125.0, 72.0, 23.0], [313.0, 145.0, 38.0, 48.0], [54.0, 118.0, 54.0, 30.0], [84.0, 141.0, 70.0, 28.0]]"
.\rgb_\C501_2017_3_16_15_22_37\5.jpg,"[[236.0, 124.0, 80.0, 28.0], [51.0, 142.0, 96.0, 26.0]]"
.\rgb_\C501_2017_3_16_15_22_37\6.jpg,"[[1.0, 178.0, 119.0, 45.0], [212.0, 118.0, 93.0, 30.0], [24.0, 142.0, 87.0, 36.0]]"
.\rgb_\C501_2017_3_16_15_22_37\7.jpg,"[[1.0, 146.0, 64.0, 29.0], [208.0, 120.0, 71.0, 41.0], [54.0, 174.0, 157.0, 49.0]]"
.\rgb_\C501_2017_3_16_15_22_37\8.jpg,"[[125.0, 166.0, 131.0, 57.0], [145.0, 117.0, 49.0, 33.0], [189.0, 125.0, 63.0, 30.0]]"
.\rgb_\C501_2017_3_16_15_22_37\9.jpg,"[[114.0, 113.0, 63.0, 40.0], [164.0, 123.0, 75.0, 47.0], [211.0, 160.0, 139.0, 50.0], [256.0, 122.0, 59.0, 28.0]]"
.\rgb_\C501_2017_3_16_15_22_37\10.jpg,"[[143.0, 113.0, 76.0, 53.0], [269.0, 127.0, 53.0, 30.0], [270.0, 155.0, 81.0, 41.0], [89.0, 110.0, 68.0, 39.0]]"
.\rgb_\C501_2017_3_16_15_22_37\11.jpg,"[[109.0, 125.0, 97.0, 44.0], [247.0, 121.0, 53.0, 30.0], [64.0, 121.0, 67.0, 24.0]]"
.\rgb_\C501_2017_3_16_15_22_37\12.jpg,"[[212.0, 125.0, 56.0, 31.0], [231.0, 137.0, 51.0, 14.0], [88.0, 135.0, 93.0, 36.0]]"
.\rgb_\C501_2017_3_16_15_22_37\13.jpg,"[[201.0, 122.0, 36.0, 29.0], [210.0, 131.0, 53.0, 24.0], [62.0, 132.0, 89.0, 37.0]]"
.\rgb_\C501_2017_3_16_15_22_37\14.jpg,"[[183.0, 127.0, 34.0, 17.0], [190.0, 128.0, 68.0, 42.0], [275.0, 118.0, 51.0, 24.0], [31.0, 137.0, 83.0, 38.0]]"
.\rgb_\C501_2017_3_16_15_22_37\15.jpg,"[[169.0, 135.0, 69.0, 28.0], [265.0, 121.0, 58.0, 26.0], [4.0, 148.0, 72.0, 32.0]]"
.\rgb_\C501_2017_3_16_15_22_37\16.jpg,"[[1.0, 131.0, 46.0, 55.0], [148.0, 136.0, 58.0, 23.0], [244.0, 125.0, 64.0, 32.0]]"
.\rgb_\C501_2017_3_16_15_22_37\18.jpg,"[[220.0, 131.0, 53.0, 32.0], [69.0, 140.0, 85.0, 36.0]]"
.\rgb_\C501_2017_3_16_15_22_37\19.jpg,"[[196.0, 115.0, 64.0, 53.0], [242.0, 117.0, 53.0, 40.0], [54.0, 145.0, 56.0, 37.0], [78.0, 117.0, 43.0, 27.0]]"
.\rgb_\C502_2017_12_31_10_12_3\1.jpg,"[[123.0, 132.0, 34.0, 22.0], [130.0, 109.0, 64.0, 41.0], [199.0, 142.0, 50.0, 28.0], [60.0, 105.0, 24.0, 15.0], [73.0, 123.0, 15.0, 11.0], [84.0, 127.0, 20.0, 18.0], [92.0, 108.0, 34.0, 21.0]]"
.\rgb_\C502_2017_12_31_10_12_3\2.jpg,"[[125.0, 131.0, 38.0, 25.0], [135.0, 108.0, 62.0, 41.0], [205.0, 142.0, 44.0, 30.0], [64.0, 103.0, 20.0, 18.0], [72.0, 118.0, 18.0, 15.0], [86.0, 128.0, 23.0, 19.0], [94.0, 107.0, 34.0, 23.0]]"
.\rgb_\C502_2017_12_31_10_12_3\3.jpg,"[[122.0, 131.0, 40.0, 26.0], [134.0, 108.0, 66.0, 42.0], [205.0, 142.0, 51.0, 30.0], [63.0, 104.0, 21.0, 17.0], [71.0, 121.0, 20.0, 15.0], [83.0, 128.0, 26.0, 17.0], [89.0, 104.0, 42.0, 28.0]]"
.\rgb_\C502_2017_12_31_10_12_3\4.jpg,"[[132.0, 136.0, 37.0, 23.0], [134.0, 110.0, 74.0, 40.0], [207.0, 144.0, 56.0, 29.0], [64.0, 104.0, 20.0, 14.0], [70.0, 122.0, 24.0, 11.0], [85.0, 128.0, 23.0, 18.0], [96.0, 108.0, 37.0, 23.0]]"
.\rgb_\C502_2017_12_31_10_12_3\5.jpg,"[[103.0, 108.0, 29.0, 25.0], [137.0, 136.0, 41.0, 27.0], [138.0, 107.0, 72.0, 45.0], [212.0, 142.0, 56.0, 32.0], [67.0, 104.0, 18.0, 17.0], [69.0, 121.0, 24.0, 13.0], [85.0, 129.0, 30.0, 19.0]]"
.\rgb_\C502_2017_12_31_10_12_3\6.jpg,"[[130.0, 108.0, 81.0, 43.0], [140.0, 137.0, 43.0, 29.0], [212.0, 146.0, 56.0, 30.0], [320.0, 156.0, 31.0, 31.0], [65.0, 103.0, 25.0, 17.0], [72.0, 119.0, 22.0, 16.0], [87.0, 130.0, 30.0, 19.0], [94.0, 104.0, 42.0, 29.0]]"
.\rgb_\C502_2017_12_31_10_12_3\7.jpg,"[[138.0, 108.0, 80.0, 46.0], [141.0, 138.0, 55.0, 33.0], [214.0, 140.0, 57.0, 37.0], [311.0, 149.0, 40.0, 41.0], [67.0, 102.0, 21.0, 19.0], [71.0, 120.0, 23.0, 17.0], [89.0, 128.0, 28.0, 24.0], [95.0, 101.0, 41.0, 30.0]]"
.\rgb_\C502_2017_12_31_10_12_3\8.jpg,"[[138.0, 110.0, 77.0, 43.0], [150.0, 141.0, 52.0, 32.0], [213.0, 143.0, 64.0, 34.0], [296.0, 148.0, 55.0, 35.0], [61.0, 103.0, 19.0, 17.0], [73.0, 119.0, 22.0, 18.0], [87.0, 127.0, 32.0, 23.0], [96.0, 109.0, 40.0, 29.0]]"
.\rgb_\C502_2017_12_31_10_12_3\9.jpg,"[[143.0, 110.0, 74.0, 42.0], [152.0, 142.0, 59.0, 35.0], [219.0, 143.0, 57.0, 39.0], [277.0, 141.0, 68.0, 38.0], [78.0, 121.0, 15.0, 14.0], [87.0, 118.0, 19.0, 13.0], [90.0, 128.0, 34.0, 24.0], [92.0, 102.0, 48.0, 33.0]]"
.\rgb_\C502_2017_12_31_10_12_3\10.jpg,"[[146.0, 110.0, 76.0, 44.0], [163.0, 145.0, 68.0, 39.0], [221.0, 144.0, 59.0, 35.0], [259.0, 136.0, 56.0, 36.0], [74.0, 118.0, 23.0, 20.0], [88.0, 120.0, 20.0, 13.0], [94.0, 103.0, 51.0, 33.0], [94.0, 134.0, 34.0, 22.0]]"
.\rgb_\C502_2017_12_31_10_12_3\11.jpg,"[[142.0, 113.0, 85.0, 43.0], [179.0, 152.0, 58.0, 32.0], [221.0, 143.0, 63.0, 39.0], [252.0, 136.0, 54.0, 28.0], [74.0, 122.0, 22.0, 16.0], [95.0, 131.0, 40.0, 24.0], [96.0, 106.0, 47.0, 27.0]]"
.\rgb_\C502_2017_12_31_10_12_3\12.jpg,"[[100.0, 103.0, 43.0, 34.0], [148.0, 108.0, 78.0, 50.0], [190.0, 152.0, 60.0, 38.0], [232.0, 144.0, 52.0, 33.0], [239.0, 128.0, 56.0, 33.0], [65.0, 104.0, 22.0, 20.0], [72.0, 121.0, 24.0, 18.0], [91.0, 118.0, 19.0, 19.0], [96.0, 135.0, 43.0, 24.0]]"
.\rgb_\C502_2017_12_31_10_12_3\13.jpg,"[[100.0, 104.0, 47.0, 35.0], [103.0, 137.0, 41.0, 26.0], [144.0, 108.0, 82.0, 52.0], [188.0, 156.0, 69.0, 43.0], [230.0, 132.0, 51.0, 26.0], [234.0, 152.0, 59.0, 31.0], [79.0, 121.0, 20.0, 21.0], [91.0, 118.0, 22.0, 18.0]]"
.\rgb_\C502_2017_12_31_10_12_3\14.jpg,"[[101.0, 107.0, 47.0, 31.0], [105.0, 138.0, 36.0, 21.0], [149.0, 109.0, 81.0, 53.0], [200.0, 159.0, 79.0, 43.0], [234.0, 136.0, 35.0, 19.0], [243.0, 151.0, 49.0, 27.0], [78.0, 121.0, 21.0, 19.0], [93.0, 120.0, 19.0, 16.0]]"
.\rgb_\C502_2017_12_31_10_12_3\15.jpg,"[[100.0, 106.0, 48.0, 29.0], [109.0, 138.0, 40.0, 27.0], [151.0, 115.0, 81.0, 45.0], [230.0, 166.0, 89.0, 49.0], [232.0, 132.0, 20.0, 20.0], [238.0, 148.0, 51.0, 27.0], [76.0, 119.0, 24.0, 21.0], [94.0, 124.0, 22.0, 16.0]]"
.\rgb_\C502_2017_12_31_10_12_3\16.jpg,"[[101.0, 106.0, 51.0, 30.0], [105.0, 140.0, 46.0, 30.0], [148.0, 111.0, 84.0, 49.0], [234.0, 147.0, 63.0, 29.0], [240.0, 165.0, 101.0, 56.0], [79.0, 124.0, 19.0, 15.0], [97.0, 123.0, 19.0, 15.0]]"
.\rgb_\C502_2017_12_31_10_12_3\17.jpg,"[[103.0, 107.0, 54.0, 28.0], [106.0, 141.0, 47.0, 27.0], [151.0, 116.0, 85.0, 49.0], [237.0, 149.0, 57.0, 33.0], [263.0, 175.0, 88.0, 60.0], [75.0, 124.0, 30.0, 17.0], [99.0, 126.0, 25.0, 13.0]]"
.\rgb_\C502_2017_12_31_10_12_3\18.jpg,"[[102.0, 126.0, 25.0, 15.0], [106.0, 106.0, 50.0, 32.0], [110.0, 144.0, 50.0, 35.0], [151.0, 108.0, 84.0, 55.0], [237.0, 148.0, 59.0, 36.0], [277.0, 177.0, 74.0, 62.0], [73.0, 121.0, 32.0, 23.0]]"
.\rgb_\C502_2017_12_31_10_12_3\19.jpg,"[[101.0, 105.0, 52.0, 34.0], [114.0, 141.0, 51.0, 40.0], [151.0, 110.0, 85.0, 55.0], [236.0, 148.0, 65.0, 33.0], [297.0, 183.0, 54.0, 55.0], [79.0, 125.0, 28.0, 19.0], [99.0, 127.0, 30.0, 17.0]]"
.\rgb_\C502_2017_12_31_10_12_3\20.jpg,"[[103.0, 125.0, 34.0, 19.0], [107.0, 105.0, 49.0, 33.0], [128.0, 148.0, 45.0, 37.0], [151.0, 106.0, 91.0, 60.0], [241.0, 146.0, 59.0, 40.0], [83.0, 125.0, 21.0, 16.0]]"
.\rgb_\C502_2017_12_31_10_32_5\1.jpg,"[[100.0, 129.0, 15.0, 14.0], [110.0, 137.0, 22.0, 23.0], [123.0, 134.0, 21.0, 13.0], [138.0, 126.0, 22.0, 18.0], [167.0, 133.0, 26.0, 19.0], [199.0, 141.0, 41.0, 25.0], [81.0, 130.0, 26.0, 20.0]]"
.\rgb_\C502_2017_12_31_10_32_5\2.jpg,"[[101.0, 127.0, 18.0, 14.0], [106.0, 136.0, 27.0, 25.0], [122.0, 129.0, 21.0, 18.0], [135.0, 125.0, 24.0, 19.0], [161.0, 131.0, 34.0, 22.0], [201.0, 143.0, 39.0, 23.0], [85.0, 132.0, 19.0, 18.0]]"
.\rgb_\C502_2017_12_31_10_32_5\3.jpg,"[[102.0, 127.0, 17.0, 16.0], [102.0, 139.0, 32.0, 22.0], [121.0, 131.0, 22.0, 17.0], [133.0, 127.0, 27.0, 16.0], [162.0, 130.0, 36.0, 25.0], [204.0, 143.0, 40.0, 27.0], [85.0, 131.0, 21.0, 19.0]]"
.\rgb_\C502_2017_12_31_10_32_5\4.jpg,"[[123.0, 133.0, 23.0, 16.0], [137.0, 127.0, 23.0, 13.0], [165.0, 131.0, 32.0, 21.0], [204.0, 142.0, 40.0, 25.0], [86.0, 132.0, 20.0, 16.0], [99.0, 126.0, 19.0, 13.0], [99.0, 139.0, 32.0, 21.0]]"
.\rgb_\C502_2017_12_31_10_32_5\5.jpg,"[[100.0, 126.0, 22.0, 16.0], [125.0, 131.0, 26.0, 21.0], [140.0, 126.0, 26.0, 17.0], [166.0, 135.0, 34.0, 21.0], [205.0, 144.0, 43.0, 24.0], [85.0, 131.0, 20.0, 17.0], [92.0, 139.0, 35.0, 23.0]]"
.\rgb_\C502_2017_12_31_10_32_5\6.jpg,"[[102.0, 127.0, 21.0, 15.0], [124.0, 132.0, 31.0, 21.0], [140.0, 127.0, 25.0, 16.0], [167.0, 135.0, 32.0, 19.0], [207.0, 145.0, 42.0, 24.0], [78.0, 140.0, 49.0, 22.0], [88.0, 133.0, 18.0, 12.0]]"
.\rgb_\C502_2017_12_31_10_32_5\7.jpg,"[[103.0, 127.0, 25.0, 15.0], [125.0, 135.0, 32.0, 17.0], [138.0, 123.0, 29.0, 19.0], [171.0, 132.0, 28.0, 24.0], [206.0, 140.0, 43.0, 28.0], [74.0, 142.0, 49.0, 23.0], [89.0, 132.0, 21.0, 13.0]]"
.\rgb_\C502_2017_12_31_10_32_5\8.jpg,"[[100.0, 125.0, 27.0, 20.0], [125.0, 135.0, 32.0, 19.0], [139.0, 128.0, 29.0, 14.0], [167.0, 131.0, 39.0, 24.0], [208.0, 142.0, 36.0, 25.0], [64.0, 141.0, 51.0, 26.0], [89.0, 132.0, 24.0, 13.0]]"
.\rgb_\C502_2017_12_31_10_32_5\9.jpg,"[[102.0, 127.0, 29.0, 18.0], [131.0, 138.0, 33.0, 19.0], [144.0, 127.0, 25.0, 16.0], [148.0, 113.0, 24.0, 20.0], [168.0, 134.0, 35.0, 21.0], [209.0, 146.0, 45.0, 23.0], [322.0, 151.0, 29.0, 36.0], [38.0, 143.0, 64.0, 29.0], [84.0, 136.0, 29.0, 17.0]]"
.\rgb_\C502_2017_12_31_10_32_5\10.jpg,"[[135.0, 138.0, 34.0, 19.0], [137.0, 123.0, 36.0, 20.0], [171.0, 132.0, 36.0, 22.0], [215.0, 144.0, 40.0, 24.0], [22.0, 144.0, 74.0, 24.0], [314.0, 151.0, 37.0, 33.0], [86.0, 134.0, 29.0, 20.0], [99.0, 126.0, 34.0, 20.0]]"
.\rgb_\C502_2017_12_31_10_32_5\11.jpg,"[[102.0, 130.0, 30.0, 14.0], [138.0, 141.0, 36.0, 18.0], [140.0, 126.0, 29.0, 15.0], [168.0, 135.0, 41.0, 23.0], [209.0, 140.0, 47.0, 30.0], [306.0, 147.0, 45.0, 38.0], [7.0, 144.0, 79.0, 26.0], [85.0, 132.0, 30.0, 22.0]]"
.\rgb_\C502_2017_12_31_10_32_5\12.jpg,"[[102.0, 124.0, 38.0, 21.0], [141.0, 127.0, 29.0, 15.0], [142.0, 137.0, 33.0, 22.0], [173.0, 134.0, 35.0, 21.0], [1.0, 143.0, 75.0, 27.0], [212.0, 139.0, 45.0, 30.0], [293.0, 145.0, 58.0, 36.0], [89.0, 134.0, 27.0, 24.0]]"
.\rgb_\C502_2017_12_31_10_32_5\13.jpg,"[[1.0, 144.0, 56.0, 25.0], [107.0, 129.0, 34.0, 17.0], [137.0, 125.0, 33.0, 18.0], [143.0, 141.0, 40.0, 22.0], [169.0, 133.0, 42.0, 20.0], [212.0, 141.0, 45.0, 29.0], [283.0, 146.0, 68.0, 30.0], [91.0, 137.0, 29.0, 20.0]]"
.\rgb_\C502_2017_12_31_10_32_5\14.jpg,"[[1.0, 143.0, 29.0, 30.0], [114.0, 130.0, 33.0, 20.0], [142.0, 129.0, 30.0, 18.0], [154.0, 143.0, 42.0, 27.0], [179.0, 131.0, 33.0, 26.0], [219.0, 141.0, 42.0, 32.0], [275.0, 143.0, 57.0, 32.0], [92.0, 142.0, 32.0, 20.0]]"
.\rgb_\C502_2017_12_31_10_32_5\15.jpg,"[[1.0, 145.0, 23.0, 25.0], [114.0, 132.0, 32.0, 17.0], [143.0, 128.0, 26.0, 18.0], [155.0, 145.0, 42.0, 28.0], [175.0, 132.0, 31.0, 27.0], [212.0, 140.0, 45.0, 32.0], [260.0, 143.0, 68.0, 31.0], [92.0, 142.0, 32.0, 21.0]]"
.\rgb_\C502_2017_12_31_10_32_5\16.jpg,"[[120.0, 131.0, 32.0, 22.0], [145.0, 129.0, 31.0, 17.0], [159.0, 143.0, 47.0, 32.0], [174.0, 133.0, 42.0, 25.0], [214.0, 141.0, 49.0, 30.0], [255.0, 139.0, 66.0, 37.0], [97.0, 139.0, 30.0, 31.0]]"
.\rgb_\C502_2017_12_31_10_32_5\17.jpg,"[[124.0, 133.0, 31.0, 20.0], [148.0, 127.0, 28.0, 24.0], [164.0, 150.0, 52.0, 31.0], [174.0, 134.0, 39.0, 23.0], [217.0, 142.0, 48.0, 26.0], [254.0, 139.0, 50.0, 29.0], [94.0, 146.0, 38.0, 23.0]]"
.\rgb_\C502_2017_12_31_10_32_5\18.jpg,"[[128.0, 134.0, 33.0, 25.0], [150.0, 130.0, 26.0, 20.0], [171.0, 150.0, 53.0, 31.0], [172.0, 135.0, 41.0, 20.0], [217.0, 145.0, 50.0, 30.0], [250.0, 138.0, 45.0, 30.0], [330.0, 158.0, 21.0, 36.0], [95.0, 142.0, 40.0, 31.0]]"
.\rgb_\C502_2017_12_31_10_32_5\19.jpg,"[[102.0, 146.0, 35.0, 29.0], [132.0, 138.0, 33.0, 19.0], [145.0, 127.0, 25.0, 21.0], [177.0, 135.0, 33.0, 20.0], [185.0, 156.0, 58.0, 37.0], [223.0, 146.0, 38.0, 26.0], [234.0, 137.0, 46.0, 22.0], [306.0, 148.0, 45.0, 36.0]]"
.\rgb_\C502_2017_12_31_10_32_5\20.jpg,"[[103.0, 148.0, 39.0, 31.0], [140.0, 143.0, 36.0, 19.0], [142.0, 129.0, 34.0, 16.0], [179.0, 132.0, 31.0, 28.0], [197.0, 161.0, 63.0, 33.0], [220.0, 145.0, 46.0, 27.0], [227.0, 139.0, 47.0, 21.0], [298.0, 151.0, 53.0, 34.0]]"
.\rgb_\C502_2017_12_31_10_51_45\1.jpg,"[[101.0, 123.0, 23.0, 20.0], [127.0, 118.0, 25.0, 23.0], [151.0, 120.0, 21.0, 17.0], [91.0, 123.0, 14.0, 12.0]]"
.\rgb_\C502_2017_12_31_10_51_45\2.jpg,"[[103.0, 124.0, 18.0, 17.0], [124.0, 119.0, 31.0, 26.0], [148.0, 120.0, 20.0, 17.0], [88.0, 119.0, 14.0, 16.0]]"
.\rgb_\C502_2017_12_31_10_51_45\3.jpg,"[[124.0, 121.0, 28.0, 20.0], [88.0, 120.0, 16.0, 16.0], [99.0, 123.0, 24.0, 19.0]]"
.\rgb_\C502_2017_12_31_10_51_45\4.jpg,"[[101.0, 125.0, 23.0, 16.0], [105.0, 134.0, 1.0, 1.0], [124.0, 120.0, 31.0, 25.0], [89.0, 122.0, 15.0, 11.0]]"
.\rgb_\C502_2017_12_31_10_51_45\5.jpg,"[[103.0, 121.0, 22.0, 21.0], [122.0, 119.0, 29.0, 21.0], [90.0, 120.0, 12.0, 14.0]]"
.\rgb_\C502_2017_12_31_10_51_45\6.jpg,"[[102.0, 123.0, 19.0, 17.0], [124.0, 118.0, 29.0, 26.0], [89.0, 120.0, 16.0, 17.0]]"
.\rgb_\C502_2017_12_31_10_51_45\7.jpg,"[[106.0, 126.0, 17.0, 14.0], [125.0, 118.0, 24.0, 22.0], [89.0, 120.0, 13.0, 15.0]]"
.\rgb_\C502_2017_12_31_10_51_45\8.jpg,"[[102.0, 124.0, 21.0, 16.0], [122.0, 118.0, 27.0, 20.0], [88.0, 122.0, 14.0, 12.0]]"
.\rgb_\C502_2017_12_31_10_51_45\9.jpg,"[[105.0, 125.0, 18.0, 17.0], [125.0, 119.0, 26.0, 24.0], [90.0, 122.0, 15.0, 12.0]]"
.\rgb_\C502_2017_12_31_10_51_45\10.jpg,"[[127.0, 118.0, 26.0, 23.0], [87.0, 121.0, 19.0, 13.0], [98.0, 124.0, 26.0, 18.0]]"
.\rgb_\C502_2017_12_31_10_51_45\11.jpg,"[[103.0, 122.0, 20.0, 19.0], [124.0, 120.0, 28.0, 24.0]]"
.\rgb_\C502_2017_12_31_10_51_45\12.jpg,"[[103.0, 124.0, 19.0, 16.0], [125.0, 119.0, 31.0, 24.0], [87.0, 121.0, 19.0, 13.0]]"
.\rgb_\C502_2017_12_31_10_51_45\13.jpg,"[[100.0, 125.0, 24.0, 14.0], [124.0, 120.0, 26.0, 20.0], [89.0, 120.0, 18.0, 17.0]]"
.\rgb_\C502_2017_12_31_10_51_45\14.jpg,"[[100.0, 122.0, 24.0, 22.0], [127.0, 119.0, 23.0, 23.0], [89.0, 120.0, 15.0, 11.0]]"
.\rgb_\C502_2017_12_31_10_51_45\15.jpg,"[[102.0, 121.0, 22.0, 20.0], [124.0, 114.0, 29.0, 34.0], [85.0, 121.0, 21.0, 15.0]]"
.\rgb_\C502_2017_12_31_10_51_45\16.jpg,"[[103.0, 123.0, 25.0, 19.0], [128.0, 121.0, 24.0, 21.0], [86.0, 118.0, 21.0, 17.0]]"
.\rgb_\C502_2017_12_31_10_51_45\17.jpg,"[[101.0, 125.0, 28.0, 14.0], [125.0, 121.0, 27.0, 18.0], [86.0, 120.0, 22.0, 16.0]]"
.\rgb_\C502_2017_12_31_10_51_45\18.jpg,"[[103.0, 122.0, 19.0, 20.0], [125.0, 119.0, 26.0, 20.0], [90.0, 120.0, 16.0, 14.0]]"
.\rgb_\C502_2017_12_31_10_51_45\19.jpg,"[[102.0, 124.0, 21.0, 17.0], [127.0, 121.0, 23.0, 19.0], [87.0, 118.0, 18.0, 19.0]]"
.\rgb_\C502_2017_12_31_10_51_45\20.jpg,"[[124.0, 121.0, 27.0, 20.0], [86.0, 122.0, 19.0, 12.0], [99.0, 123.0, 24.0, 16.0]]"
.\rgb_\C502_2017_12_31_11_11_52\1.jpg,"[[110.0, 124.0, 17.0, 16.0], [125.0, 123.0, 24.0, 17.0], [9.0, 132.0, 42.0, 22.0]]"
.\rgb_\C502_2017_12_31_11_11_52\2.jpg,"[[108.0, 124.0, 22.0, 18.0], [124.0, 120.0, 30.0, 19.0], [3.0, 132.0, 45.0, 21.0]]"
.\rgb_\C502_2017_12_31_11_11_52\3.jpg,"[[109.0, 122.0, 19.0, 21.0], [125.0, 120.0, 25.0, 20.0], [4.0, 132.0, 49.0, 20.0]]"
.\rgb_\C502_2017_12_31_11_11_52\4.jpg,"[[109.0, 126.0, 19.0, 18.0], [124.0, 119.0, 26.0, 21.0], [6.0, 133.0, 38.0, 23.0]]"
.\rgb_\C502_2017_12_31_11_11_52\5.jpg,"[[107.0, 124.0, 24.0, 20.0], [120.0, 119.0, 28.0, 20.0], [8.0, 132.0, 46.0, 25.0]]"
.\rgb_\C502_2017_12_31_11_11_52\6.jpg,"[[109.0, 124.0, 20.0, 19.0], [124.0, 122.0, 27.0, 16.0], [3.0, 132.0, 50.0, 23.0]]"
.\rgb_\C502_2017_12_31_11_11_52\7.jpg,"[[1.0, 133.0, 54.0, 21.0], [106.0, 126.0, 22.0, 15.0], [122.0, 120.0, 30.0, 17.0]]"
.\rgb_\C502_2017_12_31_11_11_52\8.jpg,"[[106.0, 121.0, 21.0, 22.0], [124.0, 122.0, 27.0, 17.0], [4.0, 133.0, 47.0, 21.0]]"
.\rgb_\C502_2017_12_31_11_11_52\9.jpg,"[[108.0, 124.0, 26.0, 24.0], [123.0, 117.0, 26.0, 23.0], [6.0, 128.0, 47.0, 27.0]]"
.\rgb_\C502_2017_12_31_11_11_52\10.jpg,"[[110.0, 122.0, 21.0, 24.0], [125.0, 122.0, 28.0, 17.0], [4.0, 128.0, 42.0, 23.0]]"
.\rgb_\C502_2017_12_31_11_11_52\11.jpg,"[[112.0, 123.0, 18.0, 24.0], [125.0, 122.0, 23.0, 19.0], [6.0, 129.0, 46.0, 28.0]]"
.\rgb_\C502_2017_12_31_11_11_52\12.jpg,"[[110.0, 123.0, 19.0, 22.0], [125.0, 122.0, 26.0, 18.0], [6.0, 134.0, 49.0, 20.0]]"
.\rgb_\C502_2017_12_31_11_11_52\13.jpg,"[[111.0, 124.0, 20.0, 22.0], [124.0, 120.0, 23.0, 20.0], [1.0, 132.0, 52.0, 24.0]]"
.\rgb_\C502_2017_12_31_11_11_52\14.jpg,"[[113.0, 121.0, 20.0, 25.0], [130.0, 120.0, 23.0, 22.0], [2.0, 129.0, 42.0, 25.0]]"
.\rgb_\C502_2017_12_31_11_11_52\15.jpg,"[[1.0, 130.0, 53.0, 29.0], [112.0, 121.0, 21.0, 26.0], [125.0, 118.0, 27.0, 20.0]]"
.\rgb_\C502_2017_12_31_11_11_52\16.jpg,"[[114.0, 124.0, 20.0, 24.0], [125.0, 118.0, 28.0, 24.0], [3.0, 132.0, 45.0, 22.0]]"
.\rgb_\C502_2017_12_31_11_11_52\17.jpg,"[[113.0, 121.0, 21.0, 26.0], [131.0, 119.0, 24.0, 22.0], [1.0, 130.0, 48.0, 29.0]]"
.\rgb_\C502_2017_12_31_11_11_52\18.jpg,"[[1.0, 129.0, 43.0, 33.0], [114.0, 123.0, 24.0, 25.0], [131.0, 119.0, 22.0, 22.0]]"
.\rgb_\C502_2017_12_31_11_11_52\19.jpg,"[[1.0, 131.0, 45.0, 29.0], [120.0, 128.0, 22.0, 22.0], [130.0, 121.0, 24.0, 19.0]]"
.\rgb_\C502_2017_12_31_11_11_52\20.jpg,"[[1.0, 132.0, 37.0, 25.0], [120.0, 129.0, 24.0, 19.0], [135.0, 122.0, 19.0, 17.0]]"
.\rgb_\C502_2017_12_31_11_31_53\1.jpg,"[[103.0, 114.0, 21.0, 17.0], [129.0, 122.0, 21.0, 16.0]]"
.\rgb_\C502_2017_12_31_11_31_53\2.jpg,"[[103.0, 114.0, 25.0, 22.0], [124.0, 124.0, 26.0, 15.0]]"
.\rgb_\C502_2017_12_31_11_31_53\3.jpg,"[[105.0, 114.0, 23.0, 22.0], [125.0, 122.0, 26.0, 17.0]]"
.\rgb_\C502_2017_12_31_11_31_53\4.jpg,"[[109.0, 115.0, 21.0, 21.0], [123.0, 122.0, 27.0, 15.0]]"
.\rgb_\C502_2017_12_31_11_31_53\5.jpg,"[[107.0, 117.0, 21.0, 16.0], [125.0, 123.0, 25.0, 17.0]]"
.\rgb_\C502_2017_12_31_11_31_53\6.jpg,"[[106.0, 117.0, 22.0, 17.0], [123.0, 117.0, 32.0, 22.0]]"
.\rgb_\C502_2017_12_31_11_31_53\7.jpg,"[[109.0, 116.0, 19.0, 15.0], [125.0, 120.0, 25.0, 20.0]]"
.\rgb_\C502_2017_12_31_11_31_53\8.jpg,"[[109.0, 118.0, 20.0, 13.0], [125.0, 124.0, 28.0, 16.0]]"
.\rgb_\C502_2017_12_31_11_31_53\9.jpg,"[[110.0, 119.0, 23.0, 14.0], [133.0, 122.0, 25.0, 21.0]]"
.\rgb_\C502_2017_12_31_11_31_53\10.jpg,"[[109.0, 117.0, 20.0, 14.0], [130.0, 123.0, 27.0, 15.0], [95.0, 123.0, 21.0, 15.0]]"
.\rgb_\C502_2017_12_31_11_31_53\11.jpg,"[[107.0, 120.0, 23.0, 12.0], [132.0, 122.0, 22.0, 18.0], [92.0, 122.0, 20.0, 14.0]]"
.\rgb_\C502_2017_12_31_11_31_53\12.jpg,"[[111.0, 118.0, 19.0, 13.0], [133.0, 122.0, 26.0, 20.0], [96.0, 121.0, 19.0, 14.0]]"
