imageFilename,bboxes
.\rgb_\C204_2017_12_31_11_6_0\5.jpg,"[[174.0, 131.0, 46.0, 33.0], [217.0, 121.0, 27.0, 22.0], [67.0, 125.0, 24.0, 17.0], [6.0, 191.0, 68.0, 45.0], [98.0, 139.0, 41.0, 23.0]]"
.\rgb_\C204_2017_12_31_11_6_0\6.jpg,"[[100.0, 138.0, 41.0, 27.0], [178.0, 134.0, 40.0, 26.0], [212.0, 122.0, 31.0, 21.0], [2.0, 192.0, 68.0, 43.0], [67.0, 126.0, 23.0, 15.0]]"
.\rgb_\C204_2017_12_31_11_6_0\7.jpg,"[[177.0, 132.0, 41.0, 25.0], [212.0, 122.0, 30.0, 20.0], [3.0, 188.0, 60.0, 45.0], [63.0, 126.0, 28.0, 17.0], [99.0, 138.0, 48.0, 25.0]]"
.\rgb_\C204_2017_12_31_11_6_0\8.jpg,"[[106.0, 136.0, 48.0, 32.0], [184.0, 135.0, 34.0, 22.0], [3.0, 188.0, 50.0, 39.0], [65.0, 123.0, 21.0, 19.0]]"
.\rgb_\C204_2017_12_31_11_6_0\9.jpg,"[[111.0, 140.0, 53.0, 28.0], [179.0, 134.0, 32.0, 23.0], [63.0, 126.0, 25.0, 17.0]]"
.\rgb_\C204_2017_12_31_11_6_0\10.jpg,"[[114.0, 139.0, 62.0, 29.0], [185.0, 132.0, 28.0, 22.0], [207.0, 122.0, 33.0, 19.0], [60.0, 126.0, 28.0, 16.0]]"
.\rgb_\C204_2017_12_31_11_6_0\11.jpg,"[[123.0, 136.0, 55.0, 34.0], [181.0, 130.0, 30.0, 25.0], [95.0, 134.0, 27.0, 24.0]]"
.\rgb_\C204_2017_12_31_11_6_0\12.jpg,"[[121.0, 144.0, 66.0, 23.0], [182.0, 136.0, 34.0, 17.0], [62.0, 131.0, 21.0, 12.0], [91.0, 133.0, 32.0, 25.0]]"
.\rgb_\C204_2017_12_31_11_6_0\13.jpg,"[[133.0, 137.0, 71.0, 33.0], [177.0, 133.0, 36.0, 20.0], [212.0, 122.0, 21.0, 18.0], [60.0, 126.0, 23.0, 17.0], [91.0, 137.0, 29.0, 21.0]]"
.\rgb_\C204_2017_12_31_11_6_0\14.jpg,"[[142.0, 140.0, 71.0, 29.0], [59.0, 128.0, 24.0, 17.0], [98.0, 137.0, 23.0, 22.0]]"
.\rgb_\C204_2017_12_31_11_6_0\15.jpg,"[[152.0, 140.0, 66.0, 27.0], [63.0, 128.0, 20.0, 18.0], [94.0, 134.0, 27.0, 28.0]]"
.\rgb_\C204_2017_12_31_11_6_0\16.jpg,"[[156.0, 140.0, 70.0, 25.0], [65.0, 128.0, 15.0, 18.0], [92.0, 140.0, 29.0, 16.0]]"
.\rgb_\C204_2017_12_31_11_6_0\17.jpg,"[[163.0, 137.0, 72.0, 28.0], [61.0, 132.0, 23.0, 15.0], [92.0, 134.0, 34.0, 27.0]]"
.\rgb_\C204_2017_12_31_11_6_0\18.jpg,"[[170.0, 137.0, 72.0, 30.0], [61.0, 127.0, 22.0, 23.0], [92.0, 138.0, 32.0, 24.0]]"
.\rgb_\C204_2017_12_31_11_6_0\19.jpg,"[[189.0, 133.0, 65.0, 30.0], [58.0, 125.0, 24.0, 27.0], [98.0, 138.0, 33.0, 26.0]]"
.\rgb_\C204_2017_12_31_11_6_0\20.jpg,"[[198.0, 137.0, 58.0, 27.0], [54.0, 131.0, 29.0, 19.0], [92.0, 136.0, 48.0, 29.0]]"
.\rgb_\C204_2017_12_31_12_26_0\1.jpg,"[[100.0, 128.0, 31.0, 24.0], [183.0, 111.0, 57.0, 35.0], [252.0, 156.0, 55.0, 35.0], [6.0, 164.0, 47.0, 38.0]]"
.\rgb_\C204_2017_12_31_12_26_0\2.jpg,"[[1.0, 168.0, 52.0, 48.0], [107.0, 123.0, 22.0, 26.0], [189.0, 108.0, 42.0, 38.0], [245.0, 152.0, 48.0, 39.0]]"
.\rgb_\C204_2017_12_31_12_26_0\3.jpg,"[[110.0, 131.0, 25.0, 19.0], [187.0, 109.0, 42.0, 34.0], [233.0, 150.0, 48.0, 27.0]]"
.\rgb_\C204_2017_12_31_12_26_0\4.jpg,"[[184.0, 108.0, 37.0, 29.0], [223.0, 140.0, 42.0, 26.0], [260.0, 177.0, 80.0, 50.0], [99.0, 122.0, 30.0, 28.0]]"
.\rgb_\C204_2017_12_31_12_26_0\5.jpg,"[[101.0, 128.0, 26.0, 22.0], [184.0, 112.0, 38.0, 23.0], [218.0, 136.0, 37.0, 25.0], [243.0, 166.0, 75.0, 54.0]]"
.\rgb_\C204_2017_12_31_12_26_0\6.jpg,"[[103.0, 126.0, 28.0, 26.0], [183.0, 108.0, 31.0, 29.0], [217.0, 134.0, 30.0, 27.0], [233.0, 156.0, 68.0, 50.0]]"
.\rgb_\C204_2017_12_31_12_26_0\7.jpg,"[[103.0, 130.0, 24.0, 21.0], [179.0, 106.0, 36.0, 31.0], [209.0, 132.0, 37.0, 23.0], [223.5, 154.5, 61.5, 39.0]]"
.\rgb_\C204_2017_12_31_12_26_0\8.jpg,"[[102.0, 131.0, 28.0, 20.0], [181.0, 104.0, 34.0, 34.0], [190.0, 194.0, 95.0, 45.0], [209.0, 130.0, 32.0, 26.0], [215.0, 152.0, 59.0, 32.0]]"
.\rgb_\C204_2017_12_31_12_26_0\9.jpg,"[[102.0, 128.0, 24.0, 22.0], [182.0, 105.0, 24.0, 27.0], [182.0, 173.0, 70.0, 46.0], [206.0, 126.0, 27.0, 21.0], [206.0, 141.0, 44.0, 30.0]]"
.\rgb_\C204_2017_12_31_12_26_0\10.jpg,"[[105.0, 129.0, 26.0, 25.0], [179.0, 103.0, 31.0, 28.0], [185.0, 165.0, 50.0, 42.0], [197.0, 122.0, 32.0, 21.0], [201.0, 137.0, 42.0, 28.0]]"
.\rgb_\C204_2017_12_31_12_26_0\11.jpg,"[[103.0, 129.0, 23.0, 23.0], [175.0, 157.0, 53.0, 38.0], [176.0, 104.0, 28.0, 28.0], [197.0, 120.0, 29.0, 25.0], [199.0, 132.0, 39.0, 31.0]]"
.\rgb_\C204_2017_12_31_12_26_0\12.jpg,"[[101.0, 128.0, 26.0, 23.0], [174.0, 101.0, 35.0, 30.0], [177.0, 153.0, 43.0, 36.0], [194.0, 134.0, 34.0, 22.0]]"
.\rgb_\C204_2017_12_31_12_26_0\13.jpg,"[[105.0, 128.0, 19.0, 23.0], [166.0, 147.0, 43.0, 25.0], [176.0, 105.0, 24.0, 25.0], [193.0, 131.0, 26.0, 23.0]]"
.\rgb_\C204_2017_12_31_12_26_0\14.jpg,"[[100.0, 128.0, 34.0, 20.0], [168.0, 139.0, 36.0, 32.0], [175.0, 104.0, 29.0, 22.0], [193.0, 129.0, 23.0, 21.0], [58.0, 126.0, 28.0, 16.0]]"
.\rgb_\C204_2017_12_31_12_26_0\15.jpg,"[[105.0, 127.0, 26.0, 24.0], [166.0, 141.0, 38.0, 24.0], [175.0, 106.0, 25.0, 21.0], [188.0, 126.0, 26.0, 24.0], [58.0, 128.0, 22.0, 17.0]]"
.\rgb_\C204_2017_12_31_12_26_0\16.jpg,"[[103.0, 126.0, 27.0, 23.0], [167.0, 132.0, 31.0, 28.0], [176.0, 103.0, 24.0, 26.0], [47.0, 130.0, 35.0, 21.0]]"
.\rgb_\C204_2017_12_31_12_26_0\17.jpg,"[[103.0, 128.0, 25.0, 24.0], [166.0, 134.0, 33.0, 26.0], [175.0, 102.0, 25.0, 27.0], [47.0, 132.0, 23.0, 19.0]]"
.\rgb_\C204_2017_12_31_12_26_0\18.jpg,"[[103.0, 128.0, 29.0, 22.0], [165.0, 135.0, 28.0, 20.0], [175.0, 104.0, 23.0, 22.0], [40.0, 130.0, 27.0, 25.0]]"
.\rgb_\C204_2017_12_31_12_26_0\19.jpg,"[[107.0, 131.0, 19.0, 18.0], [163.0, 130.0, 25.0, 19.0], [176.0, 105.0, 22.0, 20.0], [20.0, 140.0, 40.0, 24.0]]"
.\rgb_\C204_2017_12_31_12_26_0\20.jpg,"[[103.0, 130.0, 29.0, 18.0], [165.0, 126.0, 22.0, 23.0], [166.0, 100.0, 30.0, 25.0], [16.0, 142.0, 36.0, 29.0]]"
.\rgb_\C206_2017_12_31_12_25_55\1.jpg,"[[166.0, 131.0, 17.0, 20.0], [181.0, 126.0, 13.0, 13.0], [217.0, 146.0, 28.0, 23.0], [255.0, 141.0, 25.0, 25.0], [268.0, 166.0, 48.0, 39.0]]"
.\rgb_\C206_2017_12_31_12_25_55\2.jpg,"[[168.0, 135.0, 17.0, 12.0], [182.0, 127.0, 11.0, 11.0], [200.0, 125.0, 10.0, 12.0], [217.0, 146.0, 24.0, 18.0], [250.0, 145.0, 28.0, 24.0], [268.0, 166.0, 47.0, 37.0]]"
.\rgb_\C206_2017_12_31_12_25_55\3.jpg,"[[154.0, 130.0, 13.0, 12.0], [166.0, 135.0, 16.0, 17.0], [183.0, 125.0, 14.0, 14.0], [198.0, 125.0, 12.0, 14.0], [222.0, 146.0, 14.0, 17.0], [247.0, 144.0, 33.0, 23.0], [269.0, 169.0, 46.0, 37.0]]"
.\rgb_\C206_2017_12_31_12_25_55\4.jpg,"[[141.0, 130.0, 18.0, 16.0], [163.0, 135.0, 17.0, 20.0], [221.0, 144.0, 28.0, 21.0], [250.0, 144.0, 25.0, 20.0], [261.0, 163.0, 50.0, 35.0]]"
.\rgb_\C206_2017_12_31_12_25_55\5.jpg,"[[141.0, 131.0, 18.0, 16.0], [155.0, 138.0, 25.0, 17.0], [176.0, 132.0, 17.0, 9.0], [217.0, 143.0, 23.0, 20.0], [251.0, 144.0, 27.0, 19.0], [266.0, 162.0, 38.0, 34.0]]"
.\rgb_\C206_2017_12_31_12_25_55\6.jpg,"[[133.0, 132.0, 22.0, 23.0], [175.0, 129.0, 22.0, 17.0], [197.0, 128.0, 16.0, 12.0], [221.0, 142.0, 17.0, 15.0], [248.0, 144.0, 25.0, 15.0], [264.0, 159.0, 44.0, 34.0]]"
.\rgb_\C206_2017_12_31_12_25_55\7.jpg,"[[128.0, 133.0, 25.0, 22.0], [154.0, 142.0, 19.0, 21.0], [175.0, 131.0, 21.0, 17.0], [220.0, 142.0, 21.0, 19.0], [250.0, 144.0, 27.0, 19.0], [256.0, 159.0, 44.0, 35.0]]"
.\rgb_\C206_2017_12_31_12_25_55\8.jpg,"[[114.0, 139.0, 27.0, 20.0], [145.0, 146.0, 24.0, 24.0], [172.0, 132.0, 22.0, 16.0], [217.0, 141.0, 28.0, 16.0], [247.0, 143.0, 28.0, 19.0], [258.0, 157.0, 38.0, 31.0]]"
.\rgb_\C206_2017_12_31_12_25_55\9.jpg,"[[103.0, 139.0, 33.0, 28.0], [137.0, 145.0, 35.0, 29.0], [172.0, 135.0, 25.0, 19.0], [248.0, 139.0, 19.0, 16.0], [255.0, 157.0, 40.0, 22.0]]"
.\rgb_\C206_2017_12_31_12_25_55\10.jpg,"[[130.0, 151.0, 34.0, 25.0], [164.0, 137.0, 35.0, 19.0], [214.0, 136.0, 24.0, 13.0], [250.0, 140.0, 20.0, 17.0], [259.0, 152.0, 40.0, 31.0], [84.0, 142.0, 40.0, 38.0]]"
.\rgb_\C206_2017_12_31_12_25_55\11.jpg,"[[122.0, 153.0, 42.0, 23.0], [163.0, 135.0, 32.0, 18.0], [216.0, 137.0, 27.0, 16.0], [246.0, 136.0, 26.0, 20.0], [257.0, 151.0, 44.0, 27.0], [76.0, 150.0, 43.0, 35.0]]"
.\rgb_\C206_2017_12_31_12_25_55\12.jpg,"[[111.0, 155.0, 41.0, 40.0], [165.0, 137.0, 26.0, 24.0], [220.0, 134.0, 16.0, 13.0], [246.0, 137.0, 29.0, 18.0], [259.0, 150.0, 28.0, 35.0], [49.0, 158.0, 56.0, 40.0]]"
.\rgb_\C206_2017_12_31_12_25_55\13.jpg,"[[105.0, 163.0, 36.0, 25.0], [161.0, 140.0, 31.0, 23.0], [254.0, 147.0, 38.0, 28.0], [31.0, 161.0, 61.0, 59.0]]"
.\rgb_\C206_2017_12_31_12_25_55\14.jpg,"[[161.0, 141.0, 34.0, 27.0], [242.0, 135.0, 24.0, 15.0], [250.0, 151.0, 39.0, 25.0], [4.0, 170.0, 60.0, 68.0], [87.0, 170.0, 53.0, 36.0]]"
.\rgb_\C206_2017_12_31_12_25_55\15.jpg,"[[155.0, 142.0, 31.0, 27.0], [218.0, 132.0, 14.0, 14.0], [243.0, 135.0, 23.0, 16.0], [253.0, 149.0, 30.0, 24.0], [74.0, 174.0, 53.0, 37.0]]"
.\rgb_\C206_2017_12_31_12_25_55\16.jpg,"[[148.0, 141.0, 45.0, 35.0], [255.0, 147.0, 33.0, 29.0], [56.0, 177.0, 68.0, 54.0]]"
.\rgb_\C206_2017_12_31_12_25_55\17.jpg,"[[143.0, 145.0, 44.0, 34.0], [174.0, 121.0, 16.0, 17.0], [197.0, 127.0, 15.0, 13.0], [213.0, 131.0, 22.0, 15.0], [243.0, 134.0, 18.0, 14.0], [253.0, 145.0, 26.0, 25.0], [50.0, 181.0, 61.0, 53.0]]"
.\rgb_\C206_2017_12_31_12_25_55\18.jpg,"[[128.0, 146.0, 51.0, 39.0], [200.0, 128.0, 12.0, 12.0], [215.0, 132.0, 22.0, 12.0], [242.0, 132.0, 20.0, 16.0], [252.0, 146.0, 31.0, 28.0], [287.0, 146.0, 23.0, 20.0]]"
.\rgb_\C206_2017_12_31_12_25_55\19.jpg,"[[140.0, 147.0, 40.0, 48.0], [172.0, 122.0, 13.0, 17.0], [187.0, 123.0, 17.0, 16.0], [200.0, 128.0, 13.0, 12.0], [217.0, 129.0, 15.0, 16.0], [249.0, 143.0, 24.0, 23.0]]"
.\rgb_\C206_2017_12_31_12_25_55\20.jpg,"[[128.0, 164.0, 58.0, 40.0], [170.0, 123.0, 14.0, 14.0], [187.0, 127.0, 13.0, 13.0], [198.0, 126.0, 13.0, 16.0], [246.0, 143.0, 30.0, 23.0]]"
.\rgb_\C206_2017_12_31_12_45_55\1.jpg,"[[152.0, 115.0, 25.0, 29.0], [177.0, 143.0, 19.0, 21.0], [220.0, 170.0, 50.0, 49.0], [243.0, 154.0, 37.0, 29.0], [311.0, 168.0, 40.0, 46.0], [89.0, 168.0, 40.0, 35.0]]"
.\rgb_\C206_2017_12_31_12_45_55\2.jpg,"[[152.0, 116.0, 23.0, 25.0], [175.0, 143.0, 28.0, 23.0], [222.0, 167.0, 40.0, 50.0], [230.0, 131.0, 23.0, 15.0], [250.0, 149.0, 26.0, 32.0], [302.0, 171.0, 48.0, 33.0], [85.0, 168.0, 39.0, 50.0]]"
.\rgb_\C206_2017_12_31_12_45_55\3.jpg,"[[149.0, 117.0, 27.0, 24.0], [171.0, 140.0, 32.0, 31.0], [222.0, 167.0, 42.0, 40.0], [240.0, 151.0, 39.0, 23.0], [304.0, 169.0, 37.0, 29.0], [71.0, 171.0, 51.0, 44.0]]"
.\rgb_\C206_2017_12_31_12_45_55\4.jpg,"[[147.0, 119.0, 27.0, 27.0], [166.0, 148.0, 31.0, 31.0], [225.0, 166.0, 36.0, 26.0], [240.0, 146.0, 29.0, 25.0], [278.0, 192.0, 54.0, 44.0], [296.0, 162.0, 31.0, 28.0], [48.0, 190.0, 61.0, 49.0]]"
.\rgb_\C206_2017_12_31_12_45_55\5.jpg,"[[143.0, 118.0, 31.0, 24.0], [158.0, 155.0, 35.0, 30.0], [222.0, 154.0, 44.0, 38.0], [26.0, 198.0, 71.0, 41.0], [279.0, 187.0, 51.0, 42.0], [292.0, 160.0, 34.0, 32.0]]"
.\rgb_\C206_2017_12_31_12_45_55\6.jpg,"[[135.0, 142.0, 28.0, 20.0], [142.0, 121.0, 40.0, 32.0], [149.0, 158.0, 41.0, 36.0], [222.0, 152.0, 32.0, 29.0], [273.0, 178.0, 38.0, 36.0], [284.0, 152.0, 33.0, 33.0]]"
.\rgb_\C206_2017_12_31_12_45_55\7.jpg,"[[137.0, 148.0, 25.0, 18.0], [142.0, 120.0, 34.0, 29.0], [143.0, 167.0, 44.0, 38.0], [221.0, 150.0, 25.0, 24.0], [266.0, 171.0, 37.0, 38.0]]"
.\rgb_\C206_2017_12_31_12_45_55\8.jpg,"[[125.0, 175.0, 56.0, 43.0], [132.0, 119.0, 39.0, 35.0], [132.0, 150.0, 30.0, 24.0], [249.0, 195.0, 57.0, 42.0]]"
.\rgb_\C206_2017_12_31_12_45_55\9.jpg,"[[117.0, 178.0, 57.0, 51.0], [124.0, 152.0, 35.0, 27.0], [135.0, 116.0, 37.0, 37.0], [221.0, 146.0, 28.0, 22.0], [249.0, 191.0, 58.0, 47.0], [253.0, 160.0, 39.0, 30.0]]"
.\rgb_\C206_2017_12_31_12_45_55\10.jpg,"[[104.0, 189.0, 58.0, 48.0], [120.0, 155.0, 38.0, 27.0], [134.0, 121.0, 42.0, 38.0], [220.0, 144.0, 26.0, 21.0], [246.0, 184.0, 51.0, 40.0], [255.0, 157.0, 32.0, 26.0]]"
.\rgb_\C206_2017_12_31_12_45_55\11.jpg,"[[100.0, 160.0, 46.0, 31.0], [124.0, 121.0, 51.0, 35.0], [225.0, 143.0, 19.0, 17.0], [238.0, 173.0, 45.0, 35.0]]"
.\rgb_\C206_2017_12_31_12_45_55\12.jpg,"[[122.0, 120.0, 59.0, 43.0], [178.0, 135.0, 24.0, 20.0], [223.0, 140.0, 19.0, 20.0], [237.0, 159.0, 41.0, 46.0], [95.0, 162.0, 47.0, 36.0]]"
.\rgb_\C206_2017_12_31_12_45_55\13.jpg,"[[116.0, 121.0, 49.0, 49.0], [232.0, 156.0, 48.0, 36.0], [78.0, 172.0, 41.0, 36.0]]"
.\rgb_\C206_2017_12_31_12_45_55\14.jpg,"[[102.0, 126.0, 59.0, 47.0], [232.0, 155.0, 32.0, 26.0], [51.0, 178.0, 66.0, 51.0]]"
.\rgb_\C206_2017_12_31_12_45_55\15.jpg,"[[101.0, 123.0, 61.0, 57.0], [172.0, 141.0, 30.0, 29.0], [229.0, 154.0, 35.0, 27.0], [32.0, 183.0, 64.0, 56.0]]"
.\rgb_\C206_2017_12_31_12_45_55\16.jpg,"[[223.0, 146.0, 38.0, 25.0], [95.0, 125.0, 61.0, 58.0]]"
.\rgb_\C206_2017_12_31_12_45_55\17.jpg,"[[173.0, 146.0, 24.0, 26.0], [226.0, 148.0, 37.0, 23.0], [91.0, 124.0, 71.0, 66.0]]"
.\rgb_\C206_2017_12_31_12_45_55\18.jpg,"[[158.0, 147.0, 38.0, 33.0], [175.0, 135.0, 20.0, 17.0], [231.0, 143.0, 22.0, 26.0], [304.0, 170.0, 41.0, 33.0], [85.0, 131.0, 69.0, 72.0]]"
.\rgb_\C206_2017_12_31_12_45_55\19.jpg,"[[155.0, 150.0, 36.0, 30.0], [175.0, 140.0, 20.0, 16.0], [229.0, 144.0, 31.0, 21.0], [299.0, 168.0, 42.0, 34.0], [75.0, 129.0, 71.0, 71.0]]"
.\rgb_\C206_2017_12_31_12_45_55\20.jpg,"[[143.0, 154.0, 52.0, 38.0], [168.0, 141.0, 27.0, 20.0], [226.0, 138.0, 29.0, 22.0], [289.0, 157.0, 36.0, 30.0], [45.0, 136.0, 98.0, 66.0]]"
.\rgb_\C206_2017_12_31_12_5_55\1.jpg,"[[112.0, 131.0, 28.0, 16.0], [91.0, 130.0, 18.0, 18.0]]"
.\rgb_\C206_2017_12_31_12_5_55\2.jpg,"[[111.0, 131.0, 28.0, 17.0], [92.0, 132.0, 19.0, 18.0]]"
.\rgb_\C206_2017_12_31_12_5_55\3.jpg,"[[111.0, 132.0, 28.0, 13.0], [194.0, 119.0, 11.0, 12.0], [88.0, 134.0, 19.0, 16.0]]"
.\rgb_\C206_2017_12_31_12_5_55\4.jpg,"[[116.0, 132.0, 27.0, 20.0], [84.0, 128.0, 31.0, 27.0]]"
.\rgb_\C206_2017_12_31_12_5_55\5.jpg,"[[119.0, 133.0, 28.0, 23.0], [194.0, 118.0, 9.0, 12.0], [90.0, 132.0, 20.0, 22.0]]"
.\rgb_\C206_2017_12_31_12_5_55\6.jpg,"[[115.0, 129.0, 32.0, 26.0], [192.0, 118.0, 11.0, 11.0], [87.0, 133.0, 28.0, 17.0]]"
.\rgb_\C206_2017_12_31_12_5_55\7.jpg,"[[118.0, 129.0, 25.0, 27.0], [194.0, 118.0, 10.0, 13.0], [85.0, 131.0, 30.0, 28.0]]"
.\rgb_\C206_2017_12_31_12_5_55\8.jpg,"[[123.0, 133.0, 25.0, 20.0], [86.0, 133.0, 28.0, 26.0]]"
.\rgb_\C206_2017_12_31_12_5_55\9.jpg,"[[122.0, 133.0, 25.0, 22.0], [83.0, 129.0, 29.0, 22.0]]"
.\rgb_\C206_2017_12_31_12_5_55\10.jpg,"[[120.0, 131.0, 25.0, 23.0], [85.0, 134.0, 30.0, 19.0]]"
.\rgb_\C206_2017_12_31_12_5_55\11.jpg,"[[123.0, 129.0, 25.0, 24.0], [85.0, 131.0, 27.0, 18.0]]"
.\rgb_\C206_2017_12_31_12_5_55\12.jpg,"[[123.0, 132.0, 24.0, 18.0], [87.0, 130.0, 31.0, 27.0]]"
.\rgb_\C206_2017_12_31_12_5_55\13.jpg,"[[123.0, 131.0, 29.0, 25.0], [85.0, 128.0, 32.0, 23.0]]"
.\rgb_\C206_2017_12_31_12_5_55\14.jpg,"[[122.0, 130.0, 25.0, 26.0], [87.0, 132.0, 30.0, 22.0]]"
.\rgb_\C206_2017_12_31_12_5_55\15.jpg,"[[124.0, 135.0, 30.0, 19.0], [84.0, 129.0, 29.0, 22.0]]"
.\rgb_\C206_2017_12_31_12_5_55\16.jpg,"[[128.0, 137.0, 26.0, 23.0], [87.0, 129.0, 30.0, 25.0]]"
.\rgb_\C206_2017_12_31_12_5_55\17.jpg,"[[122.0, 133.0, 35.0, 29.0], [82.0, 132.0, 30.0, 19.0]]"
.\rgb_\C206_2017_12_31_12_5_55\18.jpg,"[[124.0, 135.0, 28.0, 23.0], [86.0, 132.0, 32.0, 25.0]]"
.\rgb_\C206_2017_12_31_12_5_55\19.jpg,"[[123.0, 135.0, 26.0, 25.0], [91.0, 129.0, 25.0, 24.0]]"
.\rgb_\C206_2017_12_31_12_5_55\20.jpg,"[[119.0, 138.0, 31.0, 21.0], [80.0, 131.0, 36.0, 19.0]]"
.\rgb_\C206_2017_12_31_13_25_55\1.jpg,"[[118.0, 170.0, 43.0, 46.0], [120.0, 147.0, 34.0, 28.0]]"
.\rgb_\C206_2017_12_31_13_25_55\2.jpg,"[[113.0, 181.0, 44.0, 38.0], [119.0, 149.0, 25.0, 31.0]]"
.\rgb_\C206_2017_12_31_13_25_55\3.jpg,"[[105.0, 157.0, 36.0, 31.0], [97.0, 189.0, 55.0, 47.0]]"
.\rgb_\C206_2017_12_31_13_25_55\4.jpg,"[[303.0, 155.0, 34.0, 28.0], [93.0, 198.0, 46.0, 41.0], [94.0, 155.0, 42.0, 40.0]]"
.\rgb_\C206_2017_12_31_13_25_55\5.jpg,"[[302.0, 156.0, 33.0, 26.0], [68.0, 165.0, 50.0, 56.0]]"
.\rgb_\C206_2017_12_31_13_25_55\6.jpg,"[[295.0, 148.0, 38.0, 34.0], [50.0, 179.0, 57.0, 56.0]]"
.\rgb_\C206_2017_12_31_13_25_55\7.jpg,"[[298.0, 153.0, 44.0, 24.0], [8.0, 201.0, 79.0, 38.0]]"
.\rgb_\C206_2017_12_31_13_25_55\8.jpg,"[[189.0, 118.0, 13.0, 14.0], [302.0, 153.0, 33.0, 30.0]]"
.\rgb_\C206_2017_12_31_13_25_55\9.jpg,"[[304.0, 154.0, 32.0, 25.0]]"
.\rgb_\C206_2017_12_31_13_25_55\10.jpg,"[[297.0, 154.0, 37.0, 28.0]]"
.\rgb_\C206_2017_12_31_13_25_55\11.jpg,"[[304.0, 158.0, 32.0, 25.0]]"
.\rgb_\C206_2017_12_31_13_25_55\12.jpg,"[[295.0, 154.0, 38.0, 24.0]]"
.\rgb_\C206_2017_12_31_13_25_55\13.jpg,"[[177.0, 126.0, 16.0, 10.0]]"
.\rgb_\C206_2017_12_31_13_25_55\14.jpg,"[[174.0, 127.0, 11.0, 12.0], [184.0, 132.0, 11.0, 11.0]]"
.\rgb_\C206_2017_12_31_13_25_55\15.jpg,"[[171.0, 126.0, 9.0, 13.0], [182.0, 132.0, 14.0, 14.0], [301.0, 156.0, 35.0, 23.0]]"
.\rgb_\C206_2017_12_31_13_25_55\16.jpg,"[[166.0, 128.0, 13.0, 14.0], [183.0, 134.0, 12.0, 13.0], [303.0, 152.0, 30.0, 27.0]]"
.\rgb_\C206_2017_12_31_13_25_55\17.jpg,"[[162.0, 130.0, 16.0, 14.0], [177.0, 134.0, 18.0, 18.0], [300.0, 153.0, 29.0, 26.0]]"
.\rgb_\C206_2017_12_31_13_25_55\18.jpg,"[[160.0, 127.0, 16.0, 17.0], [178.0, 135.0, 23.0, 22.0], [303.0, 157.0, 30.0, 25.0]]"
.\rgb_\C206_2017_12_31_13_25_55\19.jpg,"[[151.0, 132.0, 19.0, 21.0], [172.0, 140.0, 18.0, 12.0], [302.0, 156.0, 27.0, 21.0]]"
.\rgb_\C206_2017_12_31_13_25_55\20.jpg,"[[148.0, 135.0, 19.0, 18.0], [171.0, 140.0, 20.0, 20.0], [294.0, 155.0, 41.0, 21.0]]"
.\rgb_\C206_2017_12_31_13_45_55\1.jpg,"[[142.0, 146.0, 31.0, 19.0], [169.0, 125.0, 17.0, 15.0], [225.0, 155.0, 31.0, 25.0], [267.0, 153.0, 26.0, 19.0], [2.0, 199.0, 65.0, 40.0]]"
.\rgb_\C206_2017_12_31_13_45_55\2.jpg,"[[143.0, 145.0, 25.0, 21.0], [167.0, 125.0, 21.0, 18.0], [223.0, 155.0, 31.0, 29.0], [2.0, 208.0, 41.0, 31.0]]"
.\rgb_\C206_2017_12_31_13_45_55\3.jpg,"[[139.0, 150.0, 35.0, 21.0], [171.0, 131.0, 17.0, 16.0], [230.0, 154.0, 27.0, 22.0], [316.0, 175.0, 35.0, 47.0]]"
.\rgb_\C206_2017_12_31_13_45_55\4.jpg,"[[128.0, 152.0, 47.0, 20.0], [170.0, 132.0, 16.0, 18.0], [223.0, 151.0, 33.0, 25.0], [313.0, 174.0, 37.0, 47.0]]"
.\rgb_\C206_2017_12_31_13_45_55\5.jpg,"[[117.0, 151.0, 48.0, 32.0], [159.0, 137.0, 28.0, 16.0], [220.0, 144.0, 31.0, 26.0], [297.0, 163.0, 53.0, 51.0]]"
.\rgb_\C206_2017_12_31_13_45_55\6.jpg,"[[118.0, 152.0, 35.0, 31.0], [165.0, 135.0, 21.0, 16.0], [224.0, 143.0, 28.0, 27.0], [300.0, 155.0, 49.0, 57.0]]"
.\rgb_\C206_2017_12_31_13_45_55\7.jpg,"[[106.0, 158.0, 46.0, 27.0], [161.0, 136.0, 21.0, 16.0], [222.0, 143.0, 24.0, 21.0], [239.0, 192.0, 66.0, 45.0], [292.0, 155.0, 53.0, 48.0]]"
.\rgb_\C206_2017_12_31_13_45_55\8.jpg,"[[105.0, 165.0, 40.0, 34.0], [159.0, 135.0, 22.0, 22.0], [220.0, 141.0, 29.0, 19.0], [226.0, 177.0, 65.0, 47.0], [289.0, 156.0, 51.0, 43.0]]"
.\rgb_\C206_2017_12_31_13_45_55\9.jpg,"[[156.0, 139.0, 17.0, 15.0], [222.0, 140.0, 29.0, 22.0], [237.0, 172.0, 49.0, 44.0], [286.0, 155.0, 50.0, 42.0], [89.0, 167.0, 45.0, 38.0]]"
.\rgb_\C206_2017_12_31_13_45_55\10.jpg,"[[155.0, 137.0, 24.0, 23.0], [220.0, 141.0, 26.0, 16.0], [238.0, 173.0, 41.0, 30.0], [284.0, 154.0, 43.0, 32.0], [82.0, 177.0, 46.0, 37.0]]"
