imageFilename,bboxes
.\rgb_\C706_2017_12_31_11_17_42\12.jpg,"[[103.0, 77.0, 21.0, 16.0], [119.0, 67.0, 17.0, 17.0], [127.0, 77.0, 22.0, 14.0], [181.0, 78.0, 30.0, 25.0], [203.0, 74.0, 22.0, 21.0], [271.0, 102.0, 55.0, 35.0], [40.0, 67.0, 16.0, 14.0], [96.0, 70.0, 15.0, 14.0]]"
.\rgb_\C706_2017_12_31_11_37_40\1.jpg,"[[1.0, 110.0, 53.0, 32.0], [127.0, 74.0, 23.0, 23.0], [29.0, 70.0, 17.0, 16.0], [38.0, 69.0, 18.0, 11.0], [96.0, 75.0, 17.0, 16.0]]"
.\rgb_\C706_2017_12_31_11_57_40\1.jpg,"[[120.0, 65.0, 38.0, 34.0], [146.0, 199.0, 73.0, 40.0], [147.0, 112.0, 55.0, 44.0], [27.0, 70.0, 20.0, 14.0], [39.0, 67.0, 17.0, 15.0], [92.0, 69.0, 18.0, 13.0], [96.0, 83.0, 19.0, 22.0]]"
.\rgb_\C706_2017_12_31_12_17_47\1.jpg,"[[100.0, 75.0, 18.0, 15.0], [122.0, 72.0, 15.0, 16.0], [130.0, 80.0, 20.0, 15.0], [181.0, 77.0, 27.0, 21.0], [237.0, 89.0, 34.0, 24.0], [28.0, 69.0, 18.0, 16.0]]"
.\rgb_\C706_2017_12_31_12_17_47\15.jpg,"[[100.0, 76.0, 17.0, 16.0], [121.0, 73.0, 14.0, 15.0], [132.0, 81.0, 18.0, 12.0], [230.0, 82.0, 40.0, 30.0], [26.0, 68.0, 22.0, 17.0]]"
.\rgb_\C706_2017_12_31_12_37_37\1.jpg,"[[1.0, 112.0, 71.0, 34.0], [29.0, 70.0, 15.0, 15.0], [94.0, 81.0, 24.0, 23.0]]"
.\rgb_\C706_2017_12_31_12_57_42\19.jpg,"[[28.0, 67.0, 19.0, 16.0], [42.0, 63.0, 15.0, 16.0]]"
.\rgb_\C706_2017_12_31_13_17_44\1.jpg,"[[127.0, 75.0, 23.0, 23.0], [177.0, 79.0, 27.0, 22.0], [214.0, 94.0, 43.0, 39.0], [265.0, 93.0, 39.0, 36.0], [29.0, 69.0, 20.0, 17.0], [39.0, 67.0, 14.0, 15.0], [92.0, 77.0, 23.0, 16.0], [96.0, 67.0, 17.0, 14.0]]"
.\rgb_\C706_2017_12_31_13_17_44\13.jpg,"[[124.0, 77.0, 27.0, 16.0], [148.0, 64.0, 14.0, 15.0], [163.0, 71.0, 21.0, 19.0], [198.0, 71.0, 23.0, 24.0], [236.0, 89.0, 30.0, 22.0], [27.0, 67.0, 20.0, 19.0], [281.0, 114.0, 70.0, 48.0], [44.0, 64.0, 11.0, 14.0], [65.0, 126.0, 104.0, 47.0], [96.0, 73.0, 17.0, 18.0]]"
.\rgb_\C706_2017_12_31_13_17_44\19.jpg,"[[123.0, 78.0, 25.0, 17.0], [181.0, 68.0, 18.0, 20.0], [201.0, 78.0, 26.0, 18.0], [209.0, 89.0, 46.0, 27.0], [263.0, 129.0, 88.0, 60.0], [31.0, 66.0, 17.0, 20.0], [94.0, 78.0, 22.0, 15.0]]"
.\rgb_\C706_2017_12_31_13_37_38\1.jpg,"[[1.0, 110.0, 84.0, 31.0], [116.0, 68.0, 11.0, 12.0], [123.0, 77.0, 26.0, 19.0], [187.0, 75.0, 23.0, 17.0], [18.0, 96.0, 62.0, 27.0], [20.0, 71.0, 25.0, 15.0], [96.0, 76.0, 20.0, 16.0]]"
.\rgb_\C706_2017_12_31_13_37_38\14.jpg,"[[1.0, 102.0, 67.0, 36.0], [111.0, 127.0, 111.0, 36.0], [125.0, 79.0, 22.0, 15.0], [157.0, 62.0, 20.0, 17.0], [179.0, 90.0, 39.0, 24.0], [27.0, 70.0, 15.0, 16.0], [37.0, 166.0, 158.0, 73.0], [97.0, 75.0, 16.0, 16.0]]"
.\rgb_\C706_2017_12_31_13_57_44\1.jpg,"[[120.0, 69.0, 22.0, 16.0], [122.0, 81.0, 26.0, 17.0], [124.0, 146.0, 74.0, 67.0], [159.0, 79.0, 42.0, 23.0], [28.0, 66.0, 20.0, 20.0], [81.0, 81.0, 26.0, 20.0], [95.0, 69.0, 18.0, 11.0]]"
.\rgb_\C706_2017_12_31_14_17_37\1.jpg,"[[100.0, 78.0, 15.0, 17.0], [134.0, 75.0, 16.0, 19.0], [31.0, 70.0, 16.0, 16.0]]"
.\rgb_\C706_2017_12_31_14_37_39\1.jpg,"[[125.0, 73.0, 21.0, 21.0], [179.0, 72.0, 21.0, 15.0], [179.0, 83.0, 19.0, 18.0], [29.0, 70.0, 18.0, 18.0], [76.0, 101.0, 67.0, 28.0], [82.0, 83.0, 22.0, 17.0], [99.0, 74.0, 20.0, 19.0]]"
.\rgb_\C706_2017_12_31_14_37_39\12.jpg,"[[100.0, 77.0, 18.0, 14.0], [129.0, 73.0, 20.0, 18.0], [161.0, 71.0, 17.0, 15.0], [178.0, 87.0, 33.0, 22.0], [22.0, 89.0, 49.0, 23.0], [29.0, 69.0, 16.0, 15.0], [91.0, 98.0, 65.0, 28.0]]"
.\rgb_\C706_2017_12_31_14_57_55\1.jpg,"[[124.0, 78.0, 24.0, 19.0], [31.0, 68.0, 17.0, 18.0], [87.0, 73.0, 15.0, 14.0], [94.0, 62.0, 19.0, 18.0], [94.0, 85.0, 25.0, 21.0]]"
.\rgb_\C706_2017_12_31_15_17_47\1.jpg,"[[100.0, 69.0, 11.0, 10.0], [106.0, 76.0, 15.0, 17.0], [125.0, 76.0, 18.0, 13.0], [137.0, 81.0, 16.0, 18.0], [169.0, 75.0, 31.0, 23.0], [17.0, 73.0, 23.0, 19.0], [212.0, 78.0, 29.0, 21.0], [226.0, 102.0, 39.0, 28.0]]"
.\rgb_\C706_2017_12_31_15_37_41\1.jpg,"[[117.0, 67.0, 14.0, 13.0], [126.0, 77.0, 24.0, 19.0], [149.0, 68.0, 16.0, 12.0], [16.0, 74.0, 28.0, 17.0], [174.0, 78.0, 26.0, 16.0], [68.0, 98.0, 68.0, 28.0], [92.0, 65.0, 16.0, 16.0], [97.0, 77.0, 19.0, 18.0]]"
.\rgb_\C706_2017_12_31_15_37_41\18.jpg,"[[127.0, 73.0, 22.0, 25.0], [145.0, 63.0, 17.0, 14.0], [183.0, 76.0, 20.0, 21.0], [19.0, 73.0, 23.0, 17.0], [63.0, 99.0, 71.0, 30.0], [90.0, 67.0, 20.0, 14.0], [97.0, 76.0, 20.0, 17.0]]"
.\rgb_\C706_2017_12_31_15_57_31\1.jpg,"[[114.0, 87.0, 29.0, 19.0], [121.0, 64.0, 13.0, 15.0], [134.0, 74.0, 19.0, 20.0], [1.0, 83.0, 44.0, 21.0], [201.0, 157.0, 103.0, 79.0], [31.0, 70.0, 16.0, 15.0], [33.0, 89.0, 42.0, 23.0], [99.0, 70.0, 22.0, 19.0]]"
.\rgb_\C706_2017_12_31_16_17_38\1.jpg,"[[128.0, 77.0, 19.0, 20.0], [27.0, 69.0, 22.0, 16.0], [96.0, 75.0, 19.0, 18.0], [99.0, 66.0, 14.0, 13.0]]"
.\rgb_\C706_2017_12_31_16_17_38\17.jpg,"[[124.0, 76.0, 22.0, 18.0], [190.0, 84.0, 32.0, 23.0], [29.0, 71.0, 17.0, 13.0], [97.0, 67.0, 18.0, 16.0], [98.0, 75.0, 18.0, 19.0]]"
.\rgb_\C706_2017_12_31_16_37_45\17.jpg,"[[1.0, 118.0, 36.0, 26.0], [119.0, 68.0, 15.0, 13.0], [124.0, 76.0, 25.0, 21.0], [19.0, 71.0, 22.0, 21.0], [251.0, 86.0, 49.0, 23.0], [94.0, 74.0, 18.0, 19.0]]"
.\rgb_\C706_2017_12_31_16_57_50\1.jpg,"[[139.0, 89.0, 35.0, 28.0], [192.0, 156.0, 107.0, 81.0], [19.0, 71.0, 21.0, 18.0], [96.0, 69.0, 19.0, 16.0], [9.0, 92.0, 54.0, 24.0]]"
.\rgb_\C706_2017_12_31_17_17_55\1.jpg,"[[132.0, 79.0, 20.0, 19.0], [192.0, 78.0, 32.0, 18.0], [213.0, 92.0, 39.0, 27.0], [39.0, 69.0, 14.0, 17.0]]"
.\rgb_\C706_2017_12_31_17_17_55\19.jpg,"[[102.0, 77.0, 16.0, 15.0], [130.0, 79.0, 23.0, 19.0], [242.0, 89.0, 33.0, 30.0], [34.0, 65.0, 21.0, 19.0]]"
.\rgb_\C706_2017_12_31_17_37_47\1.jpg,"[[1.0, 115.0, 27.0, 30.0], [150.0, 121.0, 109.0, 50.0], [33.0, 65.0, 24.0, 19.0]]"
.\rgb_\C706_2017_12_31_17_57_46\1.jpg,"[[201.0, 97.0, 59.0, 30.0], [31.0, 92.0, 48.0, 23.0]]"
.\rgb_\C706_2017_12_31_17_57_46\15.jpg,"[[135.0, 159.0, 99.0, 80.0], [36.0, 65.0, 19.0, 19.0]]"
.\rgb_\C706_2017_12_31_18_17_34\18.jpg,"[[35.0, 65.0, 21.0, 20.0]]"
.\rgb_\C706_2017_12_31_18_37_45\1.jpg,"[[1.0, 112.0, 65.0, 36.0], [32.0, 69.0, 20.0, 13.0]]"
.\rgb_\C706_2017_12_31_18_37_45\17.jpg,"[[1.0, 107.0, 64.0, 41.0], [164.0, 124.0, 111.0, 47.0], [35.0, 67.0, 17.0, 18.0]]"
.\rgb_\C706_2017_12_31_18_57_36\5.jpg,"[[116.0, 129.0, 67.0, 65.0], [144.0, 95.0, 40.0, 36.0], [35.0, 64.0, 18.0, 20.0]]"
.\rgb_\C706_2017_12_31_18_57_36\12.jpg,"[[190.0, 151.0, 95.0, 77.0], [23.0, 89.0, 59.0, 30.0], [32.0, 67.0, 23.0, 16.0]]"
.\rgb_\C706_2017_12_31_19_17_41\1.jpg,"[[131.0, 80.0, 19.0, 14.0], [218.0, 99.0, 48.0, 30.0], [35.0, 67.0, 18.0, 15.0]]"
.\rgb_\C706_2017_12_31_19_17_41\19.jpg,"[[124.0, 129.0, 102.0, 57.0], [132.0, 77.0, 18.0, 19.0], [32.0, 68.0, 21.0, 16.0]]"
.\rgb_\C706_2017_12_31_19_37_28\1.jpg,"[[11.0, 101.0, 56.0, 23.0], [2.0, 131.0, 84.0, 40.0], [37.0, 64.0, 15.0, 17.0], [3.0, 111.0, 76.0, 33.0]]"
.\rgb_\C706_2017_12_31_19_37_28\7.jpg,"[[1.0, 107.0, 81.0, 40.0], [245.0, 126.0, 100.0, 40.0], [282.0, 96.0, 54.0, 27.0], [34.0, 66.0, 22.0, 18.0]]"
.\rgb_\C706_2017_12_31_19_37_28\18.jpg,"[[227.0, 104.0, 75.0, 28.0], [35.0, 66.0, 21.0, 16.0], [63.0, 95.0, 63.0, 32.0], [9.0, 112.0, 73.0, 37.0]]"
.\rgb_\C706_2017_12_31_19_57_43\1.jpg,"[[151.0, 93.0, 41.0, 36.0], [36.0, 68.0, 17.0, 16.0], [59.0, 86.0, 48.0, 24.0]]"
.\rgb_\C706_2017_12_31_20_17_44\1.jpg,"[[179.0, 82.0, 34.0, 24.0], [223.0, 106.0, 48.0, 32.0], [33.0, 65.0, 17.0, 19.0]]"
.\rgb_\C706_2017_12_31_20_17_44\16.jpg,"[[165.0, 72.0, 31.0, 22.0], [222.0, 111.0, 49.0, 30.0], [234.0, 91.0, 39.0, 26.0], [33.0, 67.0, 20.0, 19.0]]"
.\rgb_\C706_2017_12_31_20_17_44\20.jpg,"[[190.0, 89.0, 45.0, 31.0], [211.0, 81.0, 33.0, 25.0], [283.0, 118.0, 68.0, 40.0], [34.0, 63.0, 19.0, 18.0]]"
.\rgb_\C706_2017_12_31_20_37_32\1.jpg,"[[1.0, 102.0, 43.0, 34.0], [176.0, 126.0, 103.0, 39.0], [35.0, 63.0, 18.0, 22.0], [76.0, 112.0, 95.0, 39.0]]"
.\rgb_\C706_2017_12_31_20_37_32\11.jpg,"[[1.0, 120.0, 113.0, 53.0], [134.0, 106.0, 88.0, 38.0], [241.0, 86.0, 57.0, 26.0], [35.0, 63.0, 18.0, 21.0]]"
.\rgb_\C706_2017_12_31_20_37_32\20.jpg,"[[1.0, 109.0, 52.0, 32.0], [183.0, 78.0, 30.0, 17.0], [210.0, 94.0, 34.0, 26.0], [23.0, 128.0, 100.0, 41.0], [34.0, 67.0, 21.0, 14.0]]"
.\rgb_\C706_2017_12_31_20_57_28\1.jpg,"[[133.0, 89.0, 25.0, 20.0], [154.0, 106.0, 43.0, 36.0], [35.0, 63.0, 20.0, 19.0]]"
.\rgb_\C706_2017_12_31_20_57_28\3.jpg,"[[156.0, 110.0, 57.0, 48.0], [33.0, 62.0, 21.0, 19.0], [9.0, 86.0, 58.0, 32.0]]"
.\rgb_\C706_2017_12_31_20_57_28\16.jpg,"[[146.0, 83.0, 51.0, 31.0], [165.0, 131.0, 75.0, 62.0], [35.0, 65.0, 23.0, 18.0]]"
.\rgb_\C706_2017_12_31_21_17_41\1.jpg,"[[252.0, 116.0, 68.0, 44.0]]"
.\rgb_\C706_2017_12_31_21_17_41\10.jpg,"[[193.0, 87.0, 32.0, 22.0], [247.0, 118.0, 73.0, 53.0]]"
.\rgb_\C706_2017_12_31_21_17_41\18.jpg,"[[189.0, 82.0, 33.0, 28.0], [279.0, 107.0, 55.0, 36.0]]"
.\rgb_\C706_2017_12_31_21_37_38\1.jpg,"[[217.0, 78.0, 57.0, 30.0], [68.0, 106.0, 89.0, 38.0], [9.0, 103.0, 77.0, 31.0]]"
.\rgb_\C706_2017_12_31_21_57_45\1.jpg,"[[15.0, 85.0, 69.0, 40.0], [205.0, 178.0, 109.0, 61.0]]"
.\rgb_\C706_2017_12_31_21_57_45\16.jpg,"[[102.0, 135.0, 73.0, 75.0]]"
.\rgb_\C706_2017_12_31_22_17_40\1.jpg,"[[231.0, 109.0, 54.0, 34.0]]"
.\rgb_\C706_2017_12_31_22_17_40\13.jpg,"[[175.0, 76.0, 25.0, 20.0], [269.0, 101.0, 60.0, 36.0]]"
.\rgb_\C706_2017_12_31_22_57_34\1.jpg,"[[110.0, 70.0, 41.0, 35.0], [170.0, 125.0, 71.0, 61.0], [21.0, 85.0, 57.0, 32.0]]"
.\rgb_\C706_2017_12_31_22_57_34\19.jpg,"[[137.0, 99.0, 41.0, 34.0]]"
.\rgb_\C706_2017_12_31_23_37_45\1.jpg,"[[181.0, 71.0, 24.0, 18.0]]"
.\rgb_\C706_2017_12_31_2_17_29\18.jpg,"[[249.0, 81.0, 60.0, 29.0]]"
.\rgb_\C706_2017_12_31_2_37_33\15.jpg,"[[160.0, 123.0, 101.0, 42.0]]"
.\rgb_\C706_2017_12_31_3_17_32\20.jpg,"[[86.0, 104.0, 90.0, 33.0]]"
.\rgb_\C706_2017_12_31_4_17_34\13.jpg,"[[160.0, 92.0, 71.0, 35.0], [48.0, 104.0, 87.0, 42.0]]"
.\rgb_\C706_2017_12_31_4_37_34\12.jpg,"[[127.0, 59.0, 13.0, 12.0], [99.0, 85.0, 72.0, 47.0]]"
.\rgb_\C706_2017_12_31_4_57_37\1.jpg,"[[253.0, 111.0, 85.0, 48.0]]"
.\rgb_\C706_2017_12_31_5_17_33\10.jpg,"[[150.0, 117.0, 92.0, 43.0], [222.0, 88.0, 79.0, 43.0]]"
.\rgb_\C706_2017_12_31_5_37_38\1.jpg,"[[242.0, 84.0, 57.0, 29.0]]"
.\rgb_\C706_2017_12_31_5_57_41\1.jpg,"[[177.0, 70.0, 21.0, 19.0]]"
.\rgb_\C706_2017_12_31_6_17_35\1.jpg,"[[70.0, 124.0, 105.0, 43.0]]"
.\rgb_\C706_2017_12_31_6_37_49\1.jpg,"[[99.0, 72.0, 21.0, 19.0]]"
.\rgb_\C706_2017_12_31_6_57_45\1.jpg,"[[193.0, 80.0, 27.0, 26.0], [76.0, 101.0, 76.0, 38.0]]"
.\rgb_\C706_2017_12_31_7_17_48\15.jpg,"[[116.0, 67.0, 19.0, 15.0], [121.0, 77.0, 25.0, 20.0], [128.0, 69.0, 14.0, 14.0], [98.0, 71.0, 18.0, 22.0]]"
.\rgb_\C706_2017_12_31_7_37_38\1.jpg,"[[1.0, 113.0, 48.0, 34.0]]"
.\rgb_\C706_2017_12_31_7_37_38\5.jpg,"[[1.0, 117.0, 52.0, 27.0], [257.0, 84.0, 47.0, 33.0]]"
.\rgb_\C706_2017_12_31_7_57_31\1.jpg,"[[130.0, 82.0, 36.0, 25.0]]"
.\rgb_\C706_2017_12_31_7_57_31\19.jpg,"[[97.0, 63.0, 21.0, 17.0]]"
.\rgb_\C706_2017_12_31_8_17_31\1.jpg,"[[102.0, 76.0, 13.0, 13.0], [103.0, 71.0, 13.0, 12.0], [121.0, 73.0, 15.0, 17.0], [128.0, 80.0, 21.0, 18.0], [84.0, 73.0, 17.0, 16.0]]"
.\rgb_\C706_2017_12_31_8_37_43\1.jpg,"[[1.0, 114.0, 83.0, 36.0]]"
.\rgb_\C706_2017_12_31_8_37_43\8.jpg,"[[1.0, 113.0, 81.0, 40.0], [109.0, 98.0, 68.0, 43.0]]"
.\rgb_\C706_2017_12_31_8_57_39\1.jpg,"[[123.0, 70.0, 12.0, 13.0], [127.0, 73.0, 15.0, 20.0], [156.0, 85.0, 35.0, 27.0], [192.0, 161.0, 122.0, 78.0], [96.0, 64.0, 19.0, 17.0], [96.0, 88.0, 33.0, 25.0]]"
.\rgb_\C706_2017_12_31_9_17_43\1.jpg,"[[103.0, 73.0, 14.0, 14.0], [113.0, 62.0, 15.0, 11.0], [119.0, 72.0, 15.0, 18.0], [127.0, 78.0, 24.0, 19.0], [182.0, 73.0, 31.0, 32.0], [236.0, 92.0, 42.0, 32.0], [238.0, 113.0, 68.0, 47.0], [40.0, 67.0, 15.0, 15.0], [91.0, 67.0, 16.0, 14.0], [92.0, 82.0, 21.0, 17.0]]"
.\rgb_\C706_2017_12_31_9_17_43\17.jpg,"[[106.0, 72.0, 14.0, 18.0], [117.0, 66.0, 13.0, 16.0], [121.0, 75.0, 16.0, 15.0], [131.0, 77.0, 20.0, 22.0], [160.0, 76.0, 25.0, 17.0], [227.0, 106.0, 54.0, 45.0], [271.0, 107.0, 44.0, 33.0], [38.0, 66.0, 22.0, 17.0], [94.0, 66.0, 17.0, 16.0], [94.0, 82.0, 23.0, 13.0]]"
.\rgb_\C706_2017_12_31_9_37_38\1.jpg,"[[1.0, 118.0, 40.0, 30.0], [20.0, 70.0, 24.0, 23.0], [3.0, 87.0, 37.0, 29.0], [41.0, 66.0, 18.0, 16.0]]"
.\rgb_\C706_2017_12_31_9_57_50\1.jpg,"[[125.0, 77.0, 32.0, 23.0], [185.0, 82.0, 47.0, 24.0], [41.0, 66.0, 17.0, 15.0]]"
.\rgb_\C706_2017_3_10_0_11_49\6.jpg,"[[241.0, 98.0, 56.0, 43.0]]"
.\rgb_\C706_2017_3_10_0_51_44\1.jpg,"[[181.0, 67.0, 35.0, 26.0]]"
.\rgb_\C706_2017_3_10_10_12_3\1.jpg,"[[108.0, 48.0, 13.0, 13.0], [111.0, 56.0, 19.0, 15.0], [122.0, 59.0, 18.0, 15.0], [127.0, 67.0, 20.0, 19.0], [16.0, 58.0, 23.0, 16.0], [212.0, 70.0, 32.0, 21.0], [244.0, 90.0, 87.0, 63.0], [27.0, 52.0, 23.0, 13.0], [41.0, 46.0, 18.0, 14.0], [81.0, 50.0, 18.0, 10.0], [82.0, 57.0, 23.0, 16.0]]"
.\rgb_\C706_2017_3_10_10_12_3\20.jpg,"[[108.0, 47.0, 16.0, 12.0], [113.0, 55.0, 11.0, 14.0], [118.0, 58.0, 21.0, 17.0], [122.0, 63.0, 31.0, 26.0], [160.0, 51.0, 18.0, 23.0], [193.0, 69.0, 54.0, 39.0], [19.0, 58.0, 21.0, 15.0], [30.0, 53.0, 20.0, 16.0]]"
.\rgb_\C706_2017_3_10_10_32_3\12.jpg,"[[1.0, 66.0, 110.0, 58.0], [225.0, 17.0, 77.0, 50.0], [272.0, 32.0, 79.0, 74.0], [34.0, 1.0, 54.0, 41.0]]"
.\rgb_\C706_2017_3_10_10_51_56\1.jpg,"[[101.0, 44.0, 17.0, 11.0], [107.0, 53.0, 19.0, 19.0], [200.0, 136.0, 93.0, 80.0], [29.0, 50.0, 21.0, 17.0], [81.0, 57.0, 24.0, 14.0], [82.0, 47.0, 19.0, 16.0], [87.0, 65.0, 25.0, 21.0], [94.0, 82.0, 42.0, 34.0], [99.0, 121.0, 73.0, 56.0]]"
.\rgb_\C706_2017_3_10_10_51_56\19.jpg,"[[103.0, 130.0, 72.0, 65.0], [112.0, 54.0, 22.0, 22.0], [157.0, 96.0, 52.0, 46.0], [24.0, 47.0, 29.0, 21.0], [76.0, 60.0, 23.0, 18.0], [85.0, 83.0, 31.0, 27.0]]"
.\rgb_\C706_2017_3_10_11_11_55\1.jpg,"[[117.5, 62.5, 23.5, 22.5], [158.0, 57.0, 24.0, 20.0], [206.5, 64.5, 36.0, 26.0], [212.0, 94.0, 48.5, 33.0], [30.0, 47.5, 21.0, 20.0], [74.5, 57.0, 19.5, 16.0], [82.0, 65.0, 28.0, 14.0], [89.0, 70.0, 16.0, 10.0]]"
.\rgb_\C706_2017_3_10_11_11_55\9.jpg,"[[112.0, 52.0, 27.0, 13.0], [117.0, 62.0, 27.0, 16.0], [135.0, 48.0, 17.0, 17.0], [174.0, 55.0, 24.0, 15.0], [176.0, 63.0, 24.0, 23.0], [238.0, 82.0, 53.0, 31.0], [258.0, 116.0, 77.0, 47.0], [29.0, 47.0, 23.0, 22.0], [75.0, 38.0, 25.0, 21.0], [76.0, 57.0, 25.0, 23.0]]"
.\rgb_\C706_2017_3_10_11_31_50\1.jpg,"[[114.0, 60.0, 21.0, 22.0], [31.0, 49.0, 21.0, 20.0], [39.0, 42.0, 27.0, 16.0], [84.0, 55.0, 17.0, 23.0], [86.0, 33.0, 13.0, 16.0]]"
.\rgb_\C706_2017_3_10_11_31_50\13.jpg,"[[103.0, 96.0, 104.0, 38.0], [106.0, 44.0, 23.0, 17.0], [111.0, 53.0, 21.0, 19.0], [114.0, 65.0, 27.0, 18.0], [27.0, 51.0, 26.0, 21.0], [280.0, 78.0, 71.0, 33.0], [82.0, 33.0, 20.0, 22.0], [82.0, 56.0, 22.0, 24.0]]"
.\rgb_\C706_2017_3_10_11_31_50\20.jpg,"[[111.0, 58.0, 19.0, 15.0], [116.5, 65.5, 24.5, 20.0], [144.0, 135.0, 146.0, 62.0], [209.0, 64.0, 48.0, 31.0], [28.0, 52.0, 23.0, 17.0], [79.0, 36.0, 19.0, 19.0], [79.0, 59.0, 26.0, 23.0]]"
.\rgb_\C706_2017_3_10_11_51_55\1.jpg,"[[119.0, 75.0, 30.0, 27.0], [147.0, 73.0, 72.0, 94.0], [24.0, 53.0, 18.0, 19.0], [63.0, 65.0, 20.0, 20.0], [75.0, 72.0, 25.0, 29.0], [85.0, 116.0, 48.0, 51.0], [86.0, 45.0, 21.0, 15.0]]"
.\rgb_\C706_2017_3_10_12_11_52\1.jpg,"[[107.0, 50.0, 17.0, 15.0], [111.0, 55.0, 25.0, 17.0], [117.0, 68.0, 23.0, 22.0], [149.0, 48.0, 26.0, 14.0], [171.0, 62.0, 24.0, 20.0], [176.0, 51.0, 37.0, 26.0], [201.0, 77.0, 35.0, 29.0], [233.0, 74.0, 31.0, 24.0], [24.0, 50.0, 16.0, 20.0], [253.0, 113.0, 73.0, 52.0], [68.0, 59.0, 28.0, 23.0], [79.0, 55.0, 26.0, 17.0]]"
.\rgb_\C706_2017_3_10_12_11_52\10.jpg,"[[108.0, 50.0, 16.0, 18.0], [113.0, 66.0, 25.0, 22.0], [138.0, 43.0, 17.0, 11.0], [160.0, 48.0, 23.0, 19.0], [167.0, 60.0, 22.0, 20.0], [183.0, 56.0, 27.0, 22.0], [194.0, 73.0, 32.0, 28.0], [244.0, 109.0, 79.0, 56.0], [24.0, 52.0, 23.0, 20.0], [71.0, 61.0, 24.0, 18.0], [82.0, 52.0, 25.0, 22.0]]"
.\rgb_\C706_2017_3_10_12_11_52\18.jpg,"[[110.0, 47.0, 17.0, 16.0], [111.0, 59.0, 24.0, 14.0], [111.0, 65.0, 27.0, 21.0], [158.0, 48.0, 20.0, 18.0], [160.0, 59.0, 21.0, 19.0], [182.0, 69.0, 35.0, 25.0], [212.0, 94.0, 46.0, 30.0], [26.0, 50.0, 19.0, 20.0], [74.0, 62.0, 22.0, 18.0], [83.0, 53.0, 21.0, 19.0]]"
.\rgb_\C706_2017_3_10_12_31_42\1.jpg,"[[111.0, 54.0, 20.0, 17.0], [113.0, 68.0, 24.0, 22.0], [24.0, 54.0, 18.0, 21.0], [75.0, 52.0, 15.0, 14.0], [83.0, 63.0, 21.0, 19.0], [87.0, 57.0, 15.0, 14.0]]"
.\rgb_\C706_2017_3_10_12_31_42\10.jpg,"[[114.0, 55.0, 16.0, 17.0], [114.0, 66.0, 24.0, 24.0], [24.0, 94.0, 87.0, 36.0], [27.0, 52.0, 17.0, 21.0], [80.0, 53.0, 14.0, 13.0], [81.0, 62.0, 23.0, 20.0], [83.0, 59.0, 22.0, 10.0]]"
.\rgb_\C706_2017_3_10_12_31_42\14.jpg,"[[110.0, 65.0, 28.0, 25.0], [114.0, 113.0, 110.0, 51.0], [23.0, 52.0, 22.0, 20.0], [279.0, 69.0, 72.0, 42.0], [78.0, 52.0, 15.0, 14.0], [88.0, 54.0, 14.0, 15.0], [88.0, 65.0, 14.0, 14.0]]"
.\rgb_\C706_2017_3_10_12_51_53\1.jpg,"[[23.0, 54.0, 23.0, 18.0], [77.0, 47.0, 24.0, 17.0]]"
.\rgb_\C706_2017_3_10_12_51_53\20.jpg,"[[102.0, 48.0, 18.0, 13.0], [24.0, 49.0, 19.0, 24.0], [36.0, 69.0, 46.0, 25.0], [86.0, 35.0, 13.0, 17.0]]"
.\rgb_\C706_2017_3_10_13_12_13\1.jpg,"[[113.0, 57.0, 21.0, 19.0], [123.0, 63.0, 23.0, 27.0], [24.0, 55.0, 22.0, 16.0]]"
.\rgb_\C706_2017_3_10_13_12_13\20.jpg,"[[112.0, 55.0, 17.0, 19.0], [125.0, 67.0, 25.0, 23.0], [157.0, 89.0, 54.0, 52.0], [21.0, 54.0, 26.0, 19.0], [82.0, 73.0, 31.0, 25.0]]"
.\rgb_\C709_2017_12_31_10_37_54\1.jpg,"[[178.0, 73.0, 10.0, 10.0], [264.0, 187.0, 87.0, 52.0]]"
.\rgb_\C709_2017_12_31_10_37_54\2.jpg,"[[179.0, 73.0, 10.0, 11.0], [285.0, 182.0, 66.0, 56.0]]"
.\rgb_\C709_2017_12_31_10_37_54\3.jpg,"[[304.0, 171.0, 47.0, 59.0]]"
.\rgb_\C709_2017_12_31_10_57_27\1.jpg,"[[1.0, 114.0, 33.0, 37.0], [1.0, 90.0, 35.0, 17.0], [126.0, 85.0, 29.0, 20.0], [168.0, 85.0, 31.0, 14.0], [74.0, 96.0, 29.0, 22.0], [83.0, 82.0, 29.0, 17.0]]"
.\rgb_\C709_2017_12_31_10_57_27\2.jpg,"[[1.0, 120.0, 22.0, 35.0], [121.0, 85.0, 29.0, 19.0], [162.0, 83.0, 28.0, 17.0], [62.0, 99.0, 35.0, 24.0], [96.0, 82.0, 26.0, 18.0], [9.0, 88.0, 31.0, 19.0]]"
.\rgb_\C709_2017_12_31_11_17_37\1.jpg,"[[11.0, 91.0, 36.0, 15.0], [123.0, 81.0, 31.0, 13.0], [159.0, 74.0, 9.0, 10.0], [195.0, 84.0, 32.0, 13.0], [45.0, 92.0, 39.0, 20.0], [54.0, 79.0, 29.0, 10.0]]"
